Car Name,Car Brand,Car Model,Manufacture Year,Body Type,Fuel Type,Mileage,Transmission,Color,Price,Installment,Condition,Seat Capacity,Location,Sales Channel,URL
2013 Mitsubishi Triton 2.5 Lite Dual Cab Pickup Truck (M) TRUE YEAR,Mitsubishi,Triton,2013,Pickup Truck,Diesel,180 - 185K KM,Manual,White,29980,RM 389/month,Used,5,"Selangor , Klang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16860395
"2019 Subaru Forester 2.0 S SUV,Reg 2020 ,Free 3 Years warranty",Subaru,Forester,2019,SUV,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Green,69800,RM 905/month,Used,5,"Selangor , Ampang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16856765
2024 Chery Tiggo 8 Pro 2.0 Premium (Pre-Owned Cond) (43KM Only) (Under Warranty till Dec 2032),Chery,Tiggo 8 Pro,2024,SUV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,White,129800,"RM 1,683/month",Used,7,"Kuala Lumpur , Setapak",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16875290
2015 BMW 316i 1.6 Sedan,BMW,316i,2015,Sedan,Petrol - Unleaded (ULP),60 - 65K KM,Automatic,Red,43800,RM 568/month,Used,5,"Selangor , Petaling Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16874765
2018 Proton Preve 1.6 CFE Premium Sedan Free 5years warranty,Proton,Preve,2018,Sedan,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,Grey,27800,RM 360/month,Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4174&page_size=25#listing_16874761
2016 Mazda 3 2.0 SKYACTIV-G High Sedan,Mazda,3,2016,Sedan,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,Grey,47800,RM 620/month,Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16874757
Toyota ALPHARD 2.5 SC SUNROOF 3LED MODELISTA 1671A,Toyota,Alphard,2021,MPV,Petrol - Unleaded (ULP),35 - 40K KM,Automatic,Black,212500,"RM 2,755/month",Used,7,"Selangor , Cheras",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16866247
2023 Honda City 1.5 V i-VTEC Sedan,Honda,City,2023,Sedan,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,Red,76800,RM 996/month,Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16860988
2015 Ford Ranger 2.2 XLT High Rider Dual Cab Pickup Truck,Ford,Ranger,2015,Pickup Truck,Diesel,115 - 120K KM,Automatic,White,45800,RM 594/month,Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16873372
Ford MUSTANG 2.3 CONVERTIBLE MAGIC-AIR WIDEBODY WARRANTY,Ford,MUSTANG,2019,Coupe,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,White,249500,"RM 3,235/month",Used,4,"Selangor , Cheras",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16867709
2013 Honda Civic 2.0 S i-VTEC Sedan,Honda,Civic,2013,Sedan,Petrol - Unleaded (ULP),75 - 80K KM,Automatic,White,38800,RM 503/month,Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16860958
2015 Nissan Teana 2.0 XE Sedan Free 5 years warranty,Nissan,Teana,2015,Sedan,Petrol - Unleaded (ULP),105 - 110K KM,Automatic,Black,35800,RM 464/month,Used,5,"Penang , Simpang Ampat",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16869348
Mitsubishi LANCER 2.0 EVOLUTION X (A) EVO PERFECT,Mitsubishi,Lancer,2008,Sedan,Petrol - Unleaded (ULP),60 - 65K KM,Automatic,Grey,172500,"RM 2,236/month",Used,5,"Selangor , Cheras",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16858256
2014 Perodua Myvi 1.5 SE Hatchback,Perodua,Myvi,2014,Hatchback,Petrol - Unleaded (ULP),150 - 155K KM,Automatic,White,23800,RM 309/month,Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16869344
2018 BMW 330e 2.0 M Sport Sedan,BMW,330e,2018,Sedan,Hybrid,65 - 70K KM,Automatic,Grey,68800,RM 892/month,Used,5,"Johor , Pasir Gudang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16865587
2023 Lexus RX350 2.4 F Sport SUV,Lexus,RX350,2023,SUV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Black,407000,"RM 5,276/month",Used,5,"Selangor , Klang",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16865962
2021 Honda Civic 1.8 S i-VTEC (60K KM Only) (Tip Top Cond) (Free 1-Year Warranty),Honda,Civic,2021,Sedan,Petrol - Unleaded (ULP),60 - 65K KM,Automatic,Grey,80800,"RM 1,048/month",Used,5,"Kuala Lumpur , Setapak",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16875258
2015 Kia Sportage 2.0 SUV,Kia,Sportage,2015,SUV,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Brown,28800,RM 373/month,Used,5,"Johor , Pasir Gudang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16861908
2019 Proton X70 1.8 TGDI Premium SUV,Proton,X70,2019,SUV,Petrol - Unleaded (ULP),65 - 70K KM,Automatic,White,56200,RM 729/month,Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16866497
RAYA SALES 2021 TOYOTA ALPHARD 2.5 SC UNREG SR JBL BODYKIT READY STOCK UNIT FAST APPROVAL,Toyota,Alphard,2021,MPV,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,Black,232900,"RM 3,019/month",Used,7,"Kuala Lumpur , Jln Ampang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16859393
2021 Honda City 1.5 V i-VTEC Sedan,Honda,City,2021,Sedan,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Grey,65800,RM 853/month,Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16861844
2017 Honda Accord 2.4 i-VTEC VTi-L Sedan,Honda,Accord,2017,Sedan,Petrol - Unleaded (ULP),85 - 90K KM,Automatic,Grey,72999,RM 946/month,Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16859369
2016 Mitsubishi Triton 2.5 VGT Dual Cab Pickup / 4X4 / REVERSE CAMERA / ULTRA RACING BAR FRONT,Mitsubishi,Triton,2016,Pickup Truck,Diesel,80 - 85K KM,Automatic,Silver,45000,RM 583/month,Used,5,"Selangor , Seri Kembangan",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16866629
Mercedes Benz CLA45 S SHOOTING BRAKE SUNROOF 6663A,Mercedes-Benz,CLA45 AMG,2021,Coupe,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,Black,326500,"RM 4,233/month",Used,5,"Selangor , Cheras",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16866812
2014 Perodua Myvi 1.3 EZI Hatchback FREE TINTED,Perodua,Myvi,2014,Hatchback,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,Black,22800,RM 296/month,Used,5,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16875212
2015 Rolls-Royce Ghost 6.6 Sedan,Rolls-Royce,Ghost,2015,Sedan,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,Black,868000,"RM 11,253/month",Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16867046
2023 Lexus RX350 2.4 F Sport *Mark Levison,Lexus,RX350,2023,SUV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,White,418000,"RM 5,419/month",Used,5,"Selangor , Klang",BrokerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16867151
2013 Toyota Prius 1.8 Hybrid (A) HATCHBACK SUPER TIPTOP CONDITION EZ LOAN KEDAI SENANG LULUS,Toyota,Prius,2013,Hatchback,Hybrid,180 - 185K KM,Automatic,White,19800,RM 257/month,Used,5,"Kuala Lumpur , Gombak",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16867000
2017 Perodua Bezza 1.3 X ONE PENCEN OWNER USED ALL IN GOOD CONDITION,Perodua,Bezza,2017,Sedan,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,White,24888,RM 323/month,Used,5,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16866934
2012 Perodua Myvi 1.3 EZi Hatchback FREE TINTED,Perodua,Myvi,2012,Hatchback,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Silver,19800,RM 257/month,Used,5,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4175&page_size=25#listing_16875199
2019 Toyota Vellfire 2.5 X MPV Warranty Beautiful car condition monthly1800+-,Toyota,Vellfire,2019,MPV,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Black,147800,"RM 1,916/month",Used,8,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16860427
2017 Perodua AXIA 1.0 SE Hatchback FREE TINTED,Perodua,AXIA,2017,Hatchback,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,Silver,30800,RM 399/month,Used,5,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16875181
2021 Perodua Ativa 1.0 AV SUV FREE TINTED,Perodua,Ativa,2021,SUV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Red,62800,RM 814/month,Used,5,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16875174
2024 Lamborghini Urus 4.0 SE SUV,Lamborghini,Urus,2024,SUV,Hybrid,0 - 5K KM,Automatic,Yellow,2388000,"RM 30,959/month",Used,5,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16867591
2023 Honda Civic 1.5 V VTEC Sedan(nice car nice number),Honda,Civic,2023,Sedan,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Grey,116000,"RM 1,504/month",Used,5,"Selangor , Shah Alam",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16859201
MERCEDES BENZ GLC 200 EXCLUSIVE SUV #LOW MILEAGE 81KM #POWERBOOT#360 SURROUND CAMERA#BLIND SPOT ASSIST #ACTIVE BRAKE ASSIST #GOOD CONDITIONS,Mercedes-Benz,GLC200,2019,SUV,Petrol - Unleaded (ULP),81620 KM,Automatic,Black,163800,"RM 2,124/month",Used,5,"Selangor , Kajang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16859276
2021 Perodua Alza 1.5 SE MPV LOW MILEAGE BODYKIT,Perodua,Alza,2021,MPV,Petrol - Unleaded (ULP),65 - 70K KM,Automatic,Blue,49999,RM 648/month,Used,7,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16859161
Land Rover RANGE ROVER EVOQUE 2.0 DYNAMIC FullSpec,Land Rover,Range Rover Evoque,2013,SUV,Petrol - Unleaded (ULP),100 - 105K KM,Automatic,White,58300,RM 756/month,Used,5,"Selangor , Cheras",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16859790
Jaguar F-TYPE 2.0 P300 FTYPE COUPE R-DYNAMIC UNDER WARRANTY,Jaguar,F-Type,2018,Coupe,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Blue,257500,"RM 3,338/month",Used,2,"Selangor , Cheras",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16859693
2019 Perodua Aruz 1.5 AV SUV,Perodua,Aruz,2019,SUV,Petrol - Unleaded (ULP),95 - 100K KM,Automatic,Blue,49500,RM 642/month,Used,7,"Kedah , Alor Setar",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16875114
2004 Toyota Avanza 1.3 MPV - CHEAPEST SALES,Toyota,Avanza,2004,MPV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Gold,10000,RM 130/month,Used,7,"Perak , Ipoh",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16875107
2017 Perodua Alza 1.5 EZ MPV FREE TINTED,Perodua,Alza,2017,MPV,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,Purple,39800,RM 516/month,Used,7,"Johor , Johor Bahru",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16875111
2021 MERCEDES-BENZ A35 AMG 2.0 4MATIC HATCHBACK [UNREGISTER],Mercedes-Benz,A35 AMG,2021,Hatchback,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Grey,238000,"RM 3,086/month",Used,5,"Selangor , Klang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16859547
2015 Nissan Almera 1.5 VL Sedan,Nissan,Almera,2015,Sedan,Petrol - Unleaded (ULP),60 - 65K KM,Automatic,Blue,27700,RM 359/month,Used,5,"Selangor , Jenjarom",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16859295
2010 Naza Forte 2.0 SX Sedan,Naza,Forte,2010,Sedan,Petrol - Unleaded (ULP),175 - 180K KM,Automatic,Silver,9800,RM 127/month,Used,5,"Selangor , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16873712
2019 Honda City 1.5 S i-VTEC Sedan,Honda,City,2019,Sedan,Petrol - Unleaded (ULP),110 - 115K KM,Automatic,Black,44800,RM 581/month,Used,5,"Selangor , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=4176&page_size=25#listing_16873671
